"","genus","betacov","sarbecov","family","taxonomy","clean_hostnames","Species","pf_beta","Prediction"
"Natalus_tumidirostris","Natalus",0,0,"Natalidae","Natalidae; Natalus; Natalus_tumidirostris","Natalus_tumidirostris","Natalus_tumidirostris","clade",0.121212121212115
"Chilonatalus_micropus","Chilonatalus",0,0,"Natalidae","Natalidae; Chilonatalus; Chilonatalus_micropus","Chilonatalus_micropus","Chilonatalus_micropus","clade",0.121212121212115
"Chilonatalus_tumidifrons","Chilonatalus",0,0,"Natalidae","Natalidae; Chilonatalus; Chilonatalus_tumidifrons","Chilonatalus_tumidifrons","Chilonatalus_tumidifrons","clade",0.121212121212115
"Mystacina_tuberculata","Mystacina",0,0,"Mystacinidae","Mystacinidae; Mystacina; Mystacina_tuberculata","Mystacina_tuberculata","Mystacina_tuberculata","clade",0.121212121212115
"Noctilio_albiventris","Noctilio",0,0,"Noctilionidae","Noctilionidae; Noctilio; Noctilio_albiventris","Noctilio_albiventris","Noctilio_albiventris","clade",0.121212121212115
"Noctilio_leporinus","Noctilio",0,0,"Noctilionidae","Noctilionidae; Noctilio; Noctilio_leporinus","Noctilio_leporinus","Noctilio_leporinus","clade",0.121212121212115
"Mormoops_blainvillei","Mormoops",0,0,"Mormoopidae","Mormoopidae; Mormoops; Mormoops_blainvillei","Mormoops_blainvillei","Mormoops_blainvillei","clade",0.121212121212115
"Mormoops_megalophylla","Mormoops",0,0,"Mormoopidae","Mormoopidae; Mormoops; Mormoops_megalophylla","Mormoops_megalophylla","Mormoops_megalophylla","clade",0.0471124626817564
"Pteronotus_parnellii","Pteronotus",1,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_parnellii","Pteronotus_parnellii","Pteronotus_parnellii","clade",0.0471124626817564
"Pteronotus_davyi","Pteronotus",1,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_davyi","Pteronotus_davyi","Pteronotus_davyi","clade",0.0471124626817564
"Pteronotus_gymnonotus","Pteronotus",0,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_gymnonotus","Pteronotus_gymnonotus","Pteronotus_gymnonotus","clade",0.0471124626817564
"Pteronotus_personatus","Pteronotus",0,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_personatus","Pteronotus_personatus","Pteronotus_personatus","clade",0.0471124626817564
"Pteronotus_quadridens","Pteronotus",0,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_quadridens","Pteronotus_quadridens","Pteronotus_quadridens","clade",0.0471124626817564
"Pteronotus_macleayii","Pteronotus",0,0,"Mormoopidae","Mormoopidae; Pteronotus; Pteronotus_macleayii","Pteronotus_macleayii","Pteronotus_macleayii","clade",0.0471124626817564
"Diphylla_ecaudata","Diphylla",0,0,"Phyllostomidae","Phyllostomidae; Diphylla; Diphylla_ecaudata","Diphylla_ecaudata","Diphylla_ecaudata","clade",0.121212121212115
"Desmodus_rotundus","Desmodus",0,0,"Phyllostomidae","Phyllostomidae; Desmodus; Desmodus_rotundus","Desmodus_rotundus","Desmodus_rotundus","clade",0.121212121212115
"Diaemus_youngi","Diaemus",0,0,"Phyllostomidae","Phyllostomidae; Diaemus; Diaemus_youngi","Diaemus_youngi","Diaemus_youngi","clade",0.0471124626817564
"Macrophyllum_macrophyllum","Macrophyllum",0,0,"Phyllostomidae","Phyllostomidae; Macrophyllum; Macrophyllum_macrophyllum","Macrophyllum_macrophyllum","Macrophyllum_macrophyllum","clade",0.0471124626817564
"Lonchorhina_aurita","Lonchorhina",0,0,"Phyllostomidae","Phyllostomidae; Lonchorhina; Lonchorhina_aurita","Lonchorhina_aurita","Lonchorhina_aurita","clade",0.0471124626817564
"Lonchorhina_fernandezi","Lonchorhina",0,0,"Phyllostomidae","Phyllostomidae; Lonchorhina; Lonchorhina_fernandezi","Lonchorhina_fernandezi","Lonchorhina_fernandezi","clade",0.0471124626817564
"Lonchorhina_marinkellei","Lonchorhina",0,0,"Phyllostomidae","Phyllostomidae; Lonchorhina; Lonchorhina_marinkellei","Lonchorhina_marinkellei","Lonchorhina_marinkellei","clade",0.0471124626817564
"Lonchorhina_orinocensis","Lonchorhina",0,0,"Phyllostomidae","Phyllostomidae; Lonchorhina; Lonchorhina_orinocensis","Lonchorhina_orinocensis","Lonchorhina_orinocensis","clade",0.0471124626817564
"Macrotus_californicus","Macrotus",0,0,"Phyllostomidae","Phyllostomidae; Macrotus; Macrotus_californicus","Macrotus_californicus","Macrotus_californicus","clade",0.0471124626817564
"Macrotus_waterhousii","Macrotus",0,0,"Phyllostomidae","Phyllostomidae; Macrotus; Macrotus_waterhousii","Macrotus_waterhousii","Macrotus_waterhousii","clade",0.0471124626817564
"Lampronycteris_brachyotis","Lampronycteris",0,0,"Phyllostomidae","Phyllostomidae; Lampronycteris; Lampronycteris_brachyotis","Lampronycteris_brachyotis","Lampronycteris_brachyotis","clade",0.0471124626817564
"Micronycteris_megalotis","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_megalotis","Micronycteris_megalotis","Micronycteris_megalotis","clade",0.0471124626817564
"Micronycteris_homezi","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_homezi","Micronycteris_homezi","Micronycteris_homezi","clade",0.0471124626817564
"Micronycteris_microtis","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_microtis","Micronycteris_microtis","Micronycteris_microtis","clade",0.0471124626817564
"Micronycteris_hirsuta","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_hirsuta","Micronycteris_hirsuta","Micronycteris_hirsuta","clade",0.0471124626817564
"Micronycteris_minuta","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_minuta","Micronycteris_minuta","Micronycteris_minuta","clade",0.0471124626817564
"Micronycteris_schmidtorum","Micronycteris",0,0,"Phyllostomidae","Phyllostomidae; Micronycteris; Micronycteris_schmidtorum","Micronycteris_schmidtorum","Micronycteris_schmidtorum","clade",0.0471124626817564
"Trinycteris_nicefori","Trinycteris",0,0,"Phyllostomidae","Phyllostomidae; Trinycteris; Trinycteris_nicefori","Trinycteris_nicefori","Trinycteris_nicefori","clade",0.0471124626817564
"Neonycteris_pusilla","Neonycteris",0,0,"Phyllostomidae","Phyllostomidae; Neonycteris; Neonycteris_pusilla","Neonycteris_pusilla","Neonycteris_pusilla","clade",0.0471124626817564
"Glyphonycteris_daviesi","Glyphonycteris",0,0,"Phyllostomidae","Phyllostomidae; Glyphonycteris; Glyphonycteris_daviesi","Glyphonycteris_daviesi","Glyphonycteris_daviesi","clade",0.0471124626817564
"Glyphonycteris_behnii","Glyphonycteris",0,0,"Phyllostomidae","Phyllostomidae; Glyphonycteris; Glyphonycteris_behnii","Glyphonycteris_behnii","Glyphonycteris_behnii","clade",0.0471124626817564
"Glyphonycteris_sylvestris","Glyphonycteris",0,0,"Phyllostomidae","Phyllostomidae; Glyphonycteris; Glyphonycteris_sylvestris","Glyphonycteris_sylvestris","Glyphonycteris_sylvestris","clade",0.0471124626817564
"Trachops_cirrhosus","Trachops",0,0,"Phyllostomidae","Phyllostomidae; Trachops; Trachops_cirrhosus","Trachops_cirrhosus","Trachops_cirrhosus","clade",0.0471124626817564
"Chrotopterus_auritus","Chrotopterus",0,0,"Phyllostomidae","Phyllostomidae; Chrotopterus; Chrotopterus_auritus","Chrotopterus_auritus","Chrotopterus_auritus","clade",0.0471124626817564
"Vampyrum_spectrum","Vampyrum",0,0,"Phyllostomidae","Phyllostomidae; Vampyrum; Vampyrum_spectrum","Vampyrum_spectrum","Vampyrum_spectrum","clade",0.0471124626817564
"Tonatia_bidens","Tonatia",0,0,"Phyllostomidae","Phyllostomidae; Tonatia; Tonatia_bidens","Tonatia_bidens","Tonatia_bidens","clade",0.0471124626817564
"Tonatia_saurophila","Tonatia",0,0,"Phyllostomidae","Phyllostomidae; Tonatia; Tonatia_saurophila","Tonatia_saurophila","Tonatia_saurophila","clade",0.0471124626817564
"Lophostoma_brasiliense","Lophostoma",0,0,"Phyllostomidae","Phyllostomidae; Lophostoma; Lophostoma_brasiliense","Lophostoma_brasiliense","Lophostoma_brasiliense","clade",0.0471124626817564
"Lophostoma_carrikeri","Lophostoma",0,0,"Phyllostomidae","Phyllostomidae; Lophostoma; Lophostoma_carrikeri","Lophostoma_carrikeri","Lophostoma_carrikeri","clade",0.0471124626817564
"Lophostoma_evotis","Lophostoma",0,0,"Phyllostomidae","Phyllostomidae; Lophostoma; Lophostoma_evotis","Lophostoma_evotis","Lophostoma_evotis","clade",0.0471124626817564
"Lophostoma_schulzi","Lophostoma",0,0,"Phyllostomidae","Phyllostomidae; Lophostoma; Lophostoma_schulzi","Lophostoma_schulzi","Lophostoma_schulzi","clade",0.0471124626817564
"Lophostoma_silvicolum","Lophostoma",0,0,"Phyllostomidae","Phyllostomidae; Lophostoma; Lophostoma_silvicolum","Lophostoma_silvicolum","Lophostoma_silvicolum","clade",0.0471124626817564
"Mimon_bennettii","Mimon",0,0,"Phyllostomidae","Phyllostomidae; Mimon; Mimon_bennettii","Mimon_bennettii","Mimon_bennettii","clade",0.0471124626817564
"Mimon_cozumelae","Mimon",0,0,"Phyllostomidae","Phyllostomidae; Mimon; Mimon_cozumelae","Mimon_cozumelae","Mimon_cozumelae","clade",0.0471124626817564
"Mimon_crenulatum","Mimon",0,0,"Phyllostomidae","Phyllostomidae; Mimon; Mimon_crenulatum","Mimon_crenulatum","Mimon_crenulatum","clade",0.0471124626817564
"Mimon_koepckeae","Mimon",0,0,"Phyllostomidae","Phyllostomidae; Mimon; Mimon_koepckeae","Mimon_koepckeae","Mimon_koepckeae","clade",0.0471124626817564
"Phylloderma_stenops","Phylloderma",0,0,"Phyllostomidae","Phyllostomidae; Phylloderma; Phylloderma_stenops","Phylloderma_stenops","Phylloderma_stenops","clade",0.0471124626817564
"Phyllostomus_latifolius","Phyllostomus",0,0,"Phyllostomidae","Phyllostomidae; Phyllostomus; Phyllostomus_latifolius","Phyllostomus_latifolius","Phyllostomus_latifolius","clade",0.0471124626817564
"Phyllostomus_discolor","Phyllostomus",0,0,"Phyllostomidae","Phyllostomidae; Phyllostomus; Phyllostomus_discolor","Phyllostomus_discolor","Phyllostomus_discolor","clade",0.0471124626817564
"Phyllostomus_elongatus","Phyllostomus",0,0,"Phyllostomidae","Phyllostomidae; Phyllostomus; Phyllostomus_elongatus","Phyllostomus_elongatus","Phyllostomus_elongatus","clade",0.0471124626817564
"Phyllostomus_hastatus","Phyllostomus",0,0,"Phyllostomidae","Phyllostomidae; Phyllostomus; Phyllostomus_hastatus","Phyllostomus_hastatus","Phyllostomus_hastatus","clade",0.0471124626817564
"Brachyphylla_cavernarum","Brachyphylla",0,0,"Phyllostomidae","Phyllostomidae; Brachyphylla; Brachyphylla_cavernarum","Brachyphylla_cavernarum","Brachyphylla_cavernarum","clade",0.0471124626817564
"Brachyphylla_nana","Brachyphylla",0,0,"Phyllostomidae","Phyllostomidae; Brachyphylla; Brachyphylla_nana","Brachyphylla_nana","Brachyphylla_nana","clade",0.0471124626817564
"Erophylla_sezekorni","Erophylla",0,0,"Phyllostomidae","Phyllostomidae; Erophylla; Erophylla_sezekorni","Erophylla_sezekorni","Erophylla_sezekorni","clade",0.0471124626817564
"Erophylla_bombifrons","Erophylla",0,0,"Phyllostomidae","Phyllostomidae; Erophylla; Erophylla_bombifrons","Erophylla_bombifrons","Erophylla_bombifrons","clade",0.0471124626817564
"Phyllonycteris_aphylla","Phyllonycteris",0,0,"Phyllostomidae","Phyllostomidae; Phyllonycteris; Phyllonycteris_aphylla","Phyllonycteris_aphylla","Phyllonycteris_aphylla","clade",0.0471124626817564
"Phyllonycteris_poeyi","Phyllonycteris",0,0,"Phyllostomidae","Phyllostomidae; Phyllonycteris; Phyllonycteris_poeyi","Phyllonycteris_poeyi","Phyllonycteris_poeyi","clade",0.0471124626817564
"Platalina_genovensium","Platalina",0,0,"Phyllostomidae","Phyllostomidae; Platalina; Platalina_genovensium","Platalina_genovensium","Platalina_genovensium","clade",0.0471124626817564
"Lionycteris_spurrelli","Lionycteris",0,0,"Phyllostomidae","Phyllostomidae; Lionycteris; Lionycteris_spurrelli","Lionycteris_spurrelli","Lionycteris_spurrelli","clade",0.0471124626817564
"Lonchophylla_bokermanni","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_bokermanni","Lonchophylla_bokermanni","Lonchophylla_bokermanni","clade",0.0471124626817564
"Lonchophylla_dekeyseri","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_dekeyseri","Lonchophylla_dekeyseri","Lonchophylla_dekeyseri","clade",0.0471124626817564
"Lonchophylla_handleyi","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_handleyi","Lonchophylla_handleyi","Lonchophylla_handleyi","clade",0.0471124626817564
"Lonchophylla_hesperia","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_hesperia","Lonchophylla_hesperia","Lonchophylla_hesperia","clade",0.0471124626817564
"Lonchophylla_mordax","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_mordax","Lonchophylla_mordax","Lonchophylla_mordax","clade",0.0471124626817564
"Lonchophylla_robusta","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_robusta","Lonchophylla_robusta","Lonchophylla_robusta","clade",0.0471124626817564
"Lonchophylla_thomasi","Lonchophylla",0,0,"Phyllostomidae","Phyllostomidae; Lonchophylla; Lonchophylla_thomasi","Lonchophylla_thomasi","Lonchophylla_thomasi","clade",0.0471124626817564
"Leptonycteris_curasoae","Leptonycteris",0,0,"Phyllostomidae","Phyllostomidae; Leptonycteris; Leptonycteris_curasoae","Leptonycteris_curasoae","Leptonycteris_curasoae","clade",0.0471124626817564
"Leptonycteris_yerbabuenae","Leptonycteris",0,0,"Phyllostomidae","Phyllostomidae; Leptonycteris; Leptonycteris_yerbabuenae","Leptonycteris_yerbabuenae","Leptonycteris_yerbabuenae","clade",0.0471124626817564
"Leptonycteris_nivalis","Leptonycteris",0,0,"Phyllostomidae","Phyllostomidae; Leptonycteris; Leptonycteris_nivalis","Leptonycteris_nivalis","Leptonycteris_nivalis","clade",0.0471124626817564
"Monophyllus_plethodon","Monophyllus",0,0,"Phyllostomidae","Phyllostomidae; Monophyllus; Monophyllus_plethodon","Monophyllus_plethodon","Monophyllus_plethodon","clade",0.0471124626817564
"Monophyllus_redmani","Monophyllus",0,0,"Phyllostomidae","Phyllostomidae; Monophyllus; Monophyllus_redmani","Monophyllus_redmani","Monophyllus_redmani","clade",0.0471124626817564
"Glossophaga_commissarisi","Glossophaga",0,0,"Phyllostomidae","Phyllostomidae; Glossophaga; Glossophaga_commissarisi","Glossophaga_commissarisi","Glossophaga_commissarisi","clade",0.0471124626817564
"Glossophaga_soricina","Glossophaga",0,0,"Phyllostomidae","Phyllostomidae; Glossophaga; Glossophaga_soricina","Glossophaga_soricina","Glossophaga_soricina","clade",0.0471124626817564
"Glossophaga_leachii","Glossophaga",0,0,"Phyllostomidae","Phyllostomidae; Glossophaga; Glossophaga_leachii","Glossophaga_leachii","Glossophaga_leachii","clade",0.0471124626817564
"Glossophaga_longirostris","Glossophaga",0,0,"Phyllostomidae","Phyllostomidae; Glossophaga; Glossophaga_longirostris","Glossophaga_longirostris","Glossophaga_longirostris","clade",0.0471124626817564
"Glossophaga_morenoi","Glossophaga",0,0,"Phyllostomidae","Phyllostomidae; Glossophaga; Glossophaga_morenoi","Glossophaga_morenoi","Glossophaga_morenoi","clade",0.0471124626817564
"Anoura_caudifer","Anoura",0,0,"Phyllostomidae","Phyllostomidae; Anoura; Anoura_caudifer","Anoura_caudifer","Anoura_caudifer","clade",0.121212121212115
"Anoura_cultrata","Anoura",0,0,"Phyllostomidae","Phyllostomidae; Anoura; Anoura_cultrata","Anoura_cultrata","Anoura_cultrata","clade",0.0471124626817564
"Anoura_geoffroyi","Anoura",0,0,"Phyllostomidae","Phyllostomidae; Anoura; Anoura_geoffroyi","Anoura_geoffroyi","Anoura_geoffroyi","clade",0.0471124626817564
"Anoura_latidens","Anoura",0,0,"Phyllostomidae","Phyllostomidae; Anoura; Anoura_latidens","Anoura_latidens","Anoura_latidens","clade",0.0471124626817564
"Scleronycteris_ega","Scleronycteris",0,0,"Phyllostomidae","Phyllostomidae; Scleronycteris; Scleronycteris_ega","Scleronycteris_ega","Scleronycteris_ega","clade",0.0471124626817564
"Hylonycteris_underwoodi","Hylonycteris",0,0,"Phyllostomidae","Phyllostomidae; Hylonycteris; Hylonycteris_underwoodi","Hylonycteris_underwoodi","Hylonycteris_underwoodi","clade",0.0471124626817564
"Lichonycteris_obscura","Lichonycteris",0,0,"Phyllostomidae","Phyllostomidae; Lichonycteris; Lichonycteris_obscura","Lichonycteris_obscura","Lichonycteris_obscura","clade",0.0471124626817564
"Choeronycteris_mexicana","Choeronycteris",0,0,"Phyllostomidae","Phyllostomidae; Choeronycteris; Choeronycteris_mexicana","Choeronycteris_mexicana","Choeronycteris_mexicana","clade",0.0471124626817564
"Musonycteris_harrisoni","Musonycteris",0,0,"Phyllostomidae","Phyllostomidae; Musonycteris; Musonycteris_harrisoni","Musonycteris_harrisoni","Musonycteris_harrisoni","clade",0.0471124626817564
"Choeroniscus_godmani","Choeroniscus",0,0,"Phyllostomidae","Phyllostomidae; Choeroniscus; Choeroniscus_godmani","Choeroniscus_godmani","Choeroniscus_godmani","clade",0.0471124626817564
"Choeroniscus_minor","Choeroniscus",0,0,"Phyllostomidae","Phyllostomidae; Choeroniscus; Choeroniscus_minor","Choeroniscus_minor","Choeroniscus_minor","clade",0.0471124626817564
"Choeroniscus_periosus","Choeroniscus",0,0,"Phyllostomidae","Phyllostomidae; Choeroniscus; Choeroniscus_periosus","Choeroniscus_periosus","Choeroniscus_periosus","clade",0.0471124626817564
"Rhinophylla_alethina","Rhinophylla",0,0,"Phyllostomidae","Phyllostomidae; Rhinophylla; Rhinophylla_alethina","Rhinophylla_alethina","Rhinophylla_alethina","clade",0.0471124626817564
"Rhinophylla_fischerae","Rhinophylla",0,0,"Phyllostomidae","Phyllostomidae; Rhinophylla; Rhinophylla_fischerae","Rhinophylla_fischerae","Rhinophylla_fischerae","clade",0.0471124626817564
"Rhinophylla_pumilio","Rhinophylla",0,0,"Phyllostomidae","Phyllostomidae; Rhinophylla; Rhinophylla_pumilio","Rhinophylla_pumilio","Rhinophylla_pumilio","clade",0.0471124626817564
"Carollia_castanea","Carollia",0,0,"Phyllostomidae","Phyllostomidae; Carollia; Carollia_castanea","Carollia_castanea","Carollia_castanea","clade",0.0471124626817564
"Carollia_brevicauda","Carollia",0,0,"Phyllostomidae","Phyllostomidae; Carollia; Carollia_brevicauda","Carollia_brevicauda","Carollia_brevicauda","clade",0.0471124626817564
"Carollia_perspicillata","Carollia",1,0,"Phyllostomidae","Phyllostomidae; Carollia; Carollia_perspicillata","Carollia_perspicillata","Carollia_perspicillata","clade",0.0471124626817564
"Carollia_subrufa","Carollia",0,0,"Phyllostomidae","Phyllostomidae; Carollia; Carollia_subrufa","Carollia_subrufa","Carollia_subrufa","clade",0.121212121212115
"Sturnira_bidens","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_bidens","Sturnira_bidens","Sturnira_bidens","clade",0.121212121212115
"Sturnira_nana","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_nana","Sturnira_nana","Sturnira_nana","clade",0.121212121212115
"Sturnira_aratathomasi","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_aratathomasi","Sturnira_aratathomasi","Sturnira_aratathomasi","clade",0.0471124626817564
"Sturnira_lilium","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_lilium","Sturnira_lilium","Sturnira_lilium","clade",0.0471124626817564
"Sturnira_ludovici","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_ludovici","Sturnira_ludovici","Sturnira_ludovici","clade",0.0471124626817564
"Sturnira_luisi","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_luisi","Sturnira_luisi","Sturnira_luisi","clade",0.0471124626817564
"Sturnira_magna","Sturnira",0,0,"Phyllostomidae","Phyllostomidae; Sturnira; Sturnira_magna","Sturnira_magna","Sturnira_magna","clade",0.0471124626817564
